user,article,timestamp,id
Sir Aman Gulati,Hong Kong,202004091403,949959290
Sir Aman Gulati,Hong Kong,202004091402,949959095
Sir Aman Gulati,Hong Kong,202004091359,949958775
Felixishim,Hong Kong,202004091153,949945337
MarkH21,Hong Kong,202004090603,949911442
Taekhosong,Hong Kong,202004090515,949906031
Knight of Gloucestershire,Hong Kong,202004081320,949774037
Jackiechanbruceleekungfu,Hong Kong,202003291942,948027357
Jackiechanbruceleekungfu,Hong Kong,202003291429,947982360
Jackiechanbruceleekungfu,Hong Kong,202003290830,947939838
Kku,Hong Kong,202003260704,947428269
MarkH21,Hong Kong,202003250338,947239483
MrHistorianDude,Hong Kong,202003250315,947236895
MarkH21,Hong Kong,202003242029,947185770
Q. Northropi,Hong Kong,202003241047,947108636
HaeB,Hong Kong,202003230800,946935159
Feinoa,Hong Kong,202003212125,946700426
Knight of Gloucestershire,Hong Kong,202003211757,946673908
Feinoa,Hong Kong,202003201555,946503787
Sun8908,Hong Kong,202003201101,946471531
Interinter321,Hong Kong,202003191819,946364285
Feinoa,Hong Kong,202003191350,946326090
Geographyinitiative,Hong Kong,202003151247,945668541
MarkH21,Hong Kong,202003151032,945656020
BladeRunner2077,Hong Kong,202003150918,945650070
Bluesatellite,Hong Kong,202003141012,945494462
Bluesatellite,Hong Kong,202003141007,945494095
MarkH21,Hong Kong,202003140942,945491940
A smart brainy man,Hong Kong,202003111209,945031950
Feinoa,Hong Kong,202003060906,944196189
CaradhrasAiguo,Hong Kong,202003060022,944143177
MarkH21,Hong Kong,202003052335,944138038
CaradhrasAiguo,Hong Kong,202003051950,944110180
MarkH21,Hong Kong,202002210700,941884944
TravisGTAGamer,Hong Kong,202002210411,941868402
Rjensen,Hong Kong,202002201927,941799447
Peter1170,Hong Kong,202002191229,941578750
LivinAWestLife,Hong Kong,202002131048,940579402
Doanri,Hong Kong,202002112229,940331609
LegioV,Hong Kong,202002112137,940324781
ParadiseDesertOasis8888,Hong Kong,202002101922,940138496
Yeungkahchun,Hong Kong,202002080031,939680241
Lysimachi,Hong Kong,202002070256,939542326
Josqu,Hong Kong,202002051554,939294850
Horserice,Hong Kong,202002031858,939002487
KConWiki,Hong Kong,202002020338,938747387
Reenem,Hong Kong,202002011335,938635174
Dawnseeker2000,Hong Kong,202002010652,938603091
Ohconfucius,Hong Kong,202001311743,938513460
Ohconfucius,Hong Kong,202001311729,938511392
Ohconfucius,Hong Kong,202001311705,938508195
Interinter321,Hong Kong,202001241044,937336044
MarkH21,Hong Kong,202001240948,937331555
Yungeditor,Hong Kong,202001240929,937329974
Yungeditor,Hong Kong,202001240858,937326635
Yungeditor,Hong Kong,202001240846,937325690
Yungeditor,Hong Kong,202001240838,937324857
MarkH21,Hong Kong,202001220255,936964271
Citobun,Hong Kong,202001210740,936830104
Citobun,Hong Kong,202001210739,936830051
Citobun,Hong Kong,202001210736,936829763
Citobun,Hong Kong,202001210722,936828751
Citobun,Hong Kong,202001210719,936828476
Citobun,Hong Kong,202001210701,936827257
InternetArchiveBot,Hong Kong,202001161734,936093302
Kdm852,Hong Kong,202001152341,935980605
Metalduky54,Hong Kong,202001151226,935896215
Feinoa,Hong Kong,202001141445,935754479
Wrath X,Hong Kong,202001131840,935624071
Rjwilmsi,Hong Kong,202001130900,935557771
MarkH21,Hong Kong,202001120826,935393248
Alarjar,Hong Kong,202001120513,935375547
Alarjar,Hong Kong,202001120448,935372445
Maximajorian Viridio,Hong Kong,202001040157,933980564
Bender the Bot,Hong Kong,201912302207,933262408
InternetArchiveBot,Hong Kong,201912292311,933093073
Nicholas0,Hong Kong,201912242243,932307961
Nicholas0,Hong Kong,201912242230,932306900
Jargo Nautilus,Hong Kong,201912241712,932273450
Kiteinthewind,Hong Kong,201912241608,932265329
Jargo Nautilus,Hong Kong,201912240309,932195813
Kiteinthewind,Hong Kong,201912231828,932136942
Yungeditor,Hong Kong,201912201524,931692127
Wefk423,Hong Kong,201912171743,931214735
Peter Yeung,Hong Kong,201912170713,931149373
Peter Yeung,Hong Kong,201912170652,931147670
HeisenbergPinkman,Hong Kong,201912120307,930385496
Joeccho,Hong Kong,201912110006,930214815
Joeccho,Hong Kong,201912110002,930214354
Joeccho,Hong Kong,201912110002,930214287
Citation bot,Hong Kong,201912090710,929946701
Hari147,Hong Kong,201912061133,929527262
MrOllie,Hong Kong,201912041233,929226302
Gog the Mild,Hong Kong,201911302213,928671554
Wcam,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004141233,59162457
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004131354,59147273
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004111353,59114193
Kixean777,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004110848,59108384
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004070634,59032436
AlexLeeCN,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060928,59015888
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060925,59015829
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060923,59015798
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060922,59015772
AlexLeeCN,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060907,59015447
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060905,59015424
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060901,59015322
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060826,59014660
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060816,59014453
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060812,59014361
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060802,59014209
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060752,59014035
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060740,59013795
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060737,59013747
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060734,59013664
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060722,59013391
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060720,59013365
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060715,59013257
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060711,59013148
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060705,59013018
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060658,59012850
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060657,59012822
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004060646,59012563
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041846,58984497
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041843,58984465
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041834,58984388
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041827,58984339
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041825,58984323
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202004041733,58983942
雷电剑雨,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003281228,58849064
Peter-bomb king,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003230833,58767052
Peter-bomb king,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003230802,58766621
Techyan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170804,58669952
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170804,58669945
Techyan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170735,58669524
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170710,58669148
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170708,58669124
AlexLeeCN,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003170150,58664875
Wjabc1996bingnan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003161858,58662879
Techyan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003161550,58660239
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003161416,58658233
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003161414,58658210
Wjabc1996bingnan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003101735,58557002
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003020656,58423570
Shizhao,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003020400,58421445
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003020334,58421123
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003020330,58421064
Wjabc1996bingnan,“六四事件”的版本历史 - 维基百科，自由的百科全书,202003020250,58420669
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002290218,58381953
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002290217,58381930
D7CY689,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002190021,58220906
D7CY689,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002182332,58220696
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002181607,58217844
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002131347,58138884
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002131339,58138767
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002131336,58138717
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002071100,58031942
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002071057,58031916
420peace,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002050950,58001971
アハちゃん,“六四事件”的版本历史 - 维基百科，自由的百科全书,202002031316,57975789
朴益顺安,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001271146,57873120
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001241810,57838938
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190657,57760278
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190629,57760027
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190614,57759828
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190610,57759780
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190605,57759702
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190558,57759614
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190550,57759521
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190549,57759514
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190548,57759504
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190545,57759464
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190541,57759427
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190538,57759398
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190529,57759304
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190524,57759255
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190515,57759151
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190512,57759122
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190510,57759099
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190505,57759051
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190502,57759017
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190459,57758976
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190457,57758950
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190453,57758916
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190451,57758885
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190442,57758797
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190435,57758713
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001190431,57758665
Jyxyl9,“六四事件”的版本历史 - 维基百科，自由的百科全书,202001100735,57635777
Njzjz,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912272235,57459047
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912250322,57396175
No1lovesu,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912191831,57327277
No1lovesu,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912191825,57327252
Aronlee90,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912180834,57307142
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,201912151943,57273639
Sakramenti,“香港”的版本历史 - 维基百科，自由的百科全书,202004130002,59135249
OmgJasonSYF1220,“香港”的版本历史 - 维基百科，自由的百科全书,202004070749,59033861
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202004010142,58909627
InternetArchiveBot,“香港”的版本历史 - 维基百科，自由的百科全书,202003311527,58905065
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003311417,58903953
Njzjz,“香港”的版本历史 - 维基百科，自由的百科全书,202003300006,58870827
佛祖西来,“香港”的版本历史 - 维基百科，自由的百科全书,202003291330,58865955
Leolokey,“香港”的版本历史 - 维基百科，自由的百科全书,202003240555,58780364
Zhenyuan0402,“香港”的版本历史 - 维基百科，自由的百科全书,202003240240,58777659
MoonLight3650,“香港”的版本历史 - 维基百科，自由的百科全书,202003231439,58772416
MoonLight3650,“香港”的版本历史 - 维基百科，自由的百科全书,202003231437,58772389
Godsfewew1232s,“香港”的版本历史 - 维基百科，自由的百科全书,202003212023,58744624
Lzzlnc,“香港”的版本历史 - 维基百科，自由的百科全书,202003190125,58696969
Feliciano0908,“香港”的版本历史 - 维基百科，自由的百科全书,202003172245,58680282
Liu116,“香港”的版本历史 - 维基百科，自由的百科全书,202003170936,58671628
Natureindex,“香港”的版本历史 - 维基百科，自由的百科全书,202003161428,58658381
Natureindex,“香港”的版本历史 - 维基百科，自由的百科全书,202003161425,58658342
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151108,58636412
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151106,58636388
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151105,58636374
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151104,58636352
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151103,58636339
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151102,58636317
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151100,58636296
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151059,58636267
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151058,58636249
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151056,58636227
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151054,58636205
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151054,58636199
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151052,58636180
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151051,58636167
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151050,58636152
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151049,58636147
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151048,58636117
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151040,58635940
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151039,58635915
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151036,58635871
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003151031,58635791
BladeRunner2077,“香港”的版本历史 - 维基百科，自由的百科全书,202003150916,58634412
CRHK128,“香港”的版本历史 - 维基百科，自由的百科全书,202003150654,58630925
木靈芝,“香港”的版本历史 - 维基百科，自由的百科全书,202003140649,58613482
木靈芝,“香港”的版本历史 - 维基百科，自由的百科全书,202003140638,58613267
木靈芝,“香港”的版本历史 - 维基百科，自由的百科全书,202003140630,58613154
木靈芝,“香港”的版本历史 - 维基百科，自由的百科全书,202003140624,58613046
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202003131537,58604745
Lord Jaraxxus,“香港”的版本历史 - 维基百科，自由的百科全书,202003111937,58575552
Arronwan,“香港”的版本历史 - 维基百科，自由的百科全书,202003101002,58551076
Pktlaurence,“香港”的版本历史 - 维基百科，自由的百科全书,202003042238,58463948
Jimmyshjj,“香港”的版本历史 - 维基百科，自由的百科全书,202002231227,58291352
JuneAugust,“香港”的版本历史 - 维基百科，自由的百科全书,202002230537,58284593
Sun8908,“香港”的版本历史 - 维基百科，自由的百科全书,202002201508,58245832
Qiu Xingxiang,“香港”的版本历史 - 维基百科，自由的百科全书,202002151143,58168223
Zhenyuan0402,“香港”的版本历史 - 维基百科，自由的百科全书,202002130553,58132113
Sanmosa,“香港”的版本历史 - 维基百科，自由的百科全书,202002040913,57987290
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202001311218,57929478
Kevin Smith Chen,“香港”的版本历史 - 维基百科，自由的百科全书,202001300512,57908365
四条河原町,“香港”的版本历史 - 维基百科，自由的百科全书,202001300254,57906499
Chankwunyu,“香港”的版本历史 - 维基百科，自由的百科全书,202001291926,57904075
Kevin Smith Chen,“香港”的版本历史 - 维基百科，自由的百科全书,202001291506,57901572
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,202001291503,57901538
Chankwunyu,“香港”的版本历史 - 维基百科，自由的百科全书,202001291438,57901199
四条河原町,“香港”的版本历史 - 维基百科，自由的百科全书,202001272034,57877676
四条河原町,“香港”的版本历史 - 维基百科，自由的百科全书,202001272021,57877632
Interinter321,“香港”的版本历史 - 维基百科，自由的百科全书,202001271912,57877425
四条河原町,“香港”的版本历史 - 维基百科，自由的百科全书,202001261820,57864912
Interinter321,“香港”的版本历史 - 维基百科，自由的百科全书,202001250947,57846287
Zhenyuan0402,“香港”的版本历史 - 维基百科，自由的百科全书,202001210353,57786104
Nickice,“香港”的版本历史 - 维基百科，自由的百科全书,202001011659,57524502
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,202001011442,57522900
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,202001011440,57522882
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,202001011437,57522835
Interinter321,“香港”的版本历史 - 维基百科，自由的百科全书,201912311814,57512081
Interinter321,“香港”的版本历史 - 维基百科，自由的百科全书,201912311812,57512071
Clithering,“香港”的版本历史 - 维基百科，自由的百科全书,201912310101,57501206
Feliciano0908,“香港”的版本历史 - 维基百科，自由的百科全书,201912301044,57494363
行到水穷处,“香港”的版本历史 - 维基百科，自由的百科全书,201912291418,57483196
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201912290530,57475999
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201912281544,57470276
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201912281512,57469805
Duaneyanan,“香港”的版本历史 - 维基百科，自由的百科全书,201912211348,57351106
嘉傑,“香港”的版本历史 - 维基百科，自由的百科全书,201912210830,57347844
Oscar1003,“香港”的版本历史 - 维基百科，自由的百科全书,201912110314,57209218
Kriz Ju,“香港”的版本历史 - 维基百科，自由的百科全书,201912082336,57181859
Cbls1911,“香港”的版本历史 - 维基百科，自由的百科全书,201912051357,57142976
Thomas Chu Tsun On,“香港”的版本历史 - 维基百科，自由的百科全书,201912031457,57119452
Dominic3203,“香港”的版本历史 - 维基百科，自由的百科全书,201911270445,57036603
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,201911270254,57035460
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,201911270253,57035449
Joeccho,“香港”的版本历史 - 维基百科，自由的百科全书,201911270251,57035433
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201911251236,57015873
Kevin Smith Chen,“香港”的版本历史 - 维基百科，自由的百科全书,201911251219,57015596
Thomas Chu Tsun On,“香港”的版本历史 - 维基百科，自由的百科全书,201911241541,57004481
Thomas Chu Tsun On,“香港”的版本历史 - 维基百科，自由的百科全书,201911241538,57004450
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201911181513,56925579
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201911181342,56924419
Arthur011hk,“香港”的版本历史 - 维基百科，自由的百科全书,201911181332,56924297
TjoergenF,“香港”的版本历史 - 维基百科，自由的百科全书,201911180128,56916087
Interinter321,“香港”的版本历史 - 维基百科，自由的百科全书,201911031706,56736566
