source,target,timestamp,id
81.135.89.7,1989 Tiananmen Square protests,['202002241828'],['942442770']
DemonDays64 Bot,1989 Tiananmen Square protests,['202002211608'],['941943370']
Oshwah,1989 Tiananmen Square protests,"['202002210017', '202002210012']","['941840428', '941839691']"
130.65.254.15,1989 Tiananmen Square protests,"['202002210013', '202002210012']","['941839848', '941839651']"
Chris the speller,1989 Tiananmen Square protests,['202002171507'],['941262403']
211.25.62.90,1989 Tiananmen Square protests,['202002120508'],['940375847']
LynxTufts,1989 Tiananmen Square protests,"['202002111433', '202001021743', '201912181745', '201912041356']","['940267297', '933720730', '931397212', '929234208']"
2605:6000:151f:c8d0:7486:36e1:6347:2a1c,1989 Tiananmen Square protests,['202002110704'],['940223182']
TheEpicGhosty,1989 Tiananmen Square protests,['202001312159'],['938549718']
Teddy.Coughlin,1989 Tiananmen Square protests,['202001301815'],['938356206']
199.85.82.130,1989 Tiananmen Square protests,['202001281424'],['937996752']
A. Randomdude0000,1989 Tiananmen Square protests,['202001242224'],['937419757']
2605:a000:1005:822d:6458:387b:b54e:8d80,1989 Tiananmen Square protests,['202001242223'],['937419665']
Theeddiebear888,1989 Tiananmen Square protests,"['202001240313', '202001240312']","['937296473', '937296343']"
Matthew hk,1989 Tiananmen Square protests,['202001150912'],['935877390']
Jing345,1989 Tiananmen Square protests,['202001122312'],['935497849']
Hugo999,1989 Tiananmen Square protests,"['202001110700', '201912291020']","['935216539', '932989895']"
Citobun,1989 Tiananmen Square protests,"['202001100944', '201912200134']","['935078844', '931619611']"
Lutein678,1989 Tiananmen Square protests,['202001100941'],['935078611']
109.201.38.172,1989 Tiananmen Square protests,['202001021544'],['933702696']
CaradhrasAiguo,1989 Tiananmen Square protests,['201912301702'],['933217726']
Elementautumn,1989 Tiananmen Square protests,"['201912300601', '201912300601']","['933147481', '933147457']"
BarryLi,1989 Tiananmen Square protests,['201912291013'],['932989274']
Monkbot,1989 Tiananmen Square protests,"['201912280112', '201911050602']","['932755558', '924668089']"
Tony1,1989 Tiananmen Square protests,['201912252357'],['932442724']
Robinlew0,1989 Tiananmen Square protests,['201912191924'],['931576871']
66.154.176.39,1989 Tiananmen Square protests,['201912181649'],['931389269']
InternetArchiveBot,1989 Tiananmen Square protests,"['201912172135', '201908270045']","['931247264', '912651737']"
Jusdafax,1989 Tiananmen Square protests,['201912171736'],['931213754']
BananaX2NUTscholar,1989 Tiananmen Square protests,['201912171735'],['931213614']
Gog the Mild,1989 Tiananmen Square protests,"['201912141402', '201912011226']","['930725944', '928753735']"
Quindog,1989 Tiananmen Square protests,"['201912101708', '201912101707']","['930161821', '930161711']"
Citation bot,1989 Tiananmen Square protests,['201912082026'],['929875788']
Thegamingkinh,1989 Tiananmen Square protests,['201912050313'],['929330230']
216.56.20.114,1989 Tiananmen Square protests,['201912041630'],['929252784']
88.98.92.69,1989 Tiananmen Square protests,['201912041349'],['929233478']
Dimadick,1989 Tiananmen Square protests,['201912031144'],['929060187']
212.139.32.46,1989 Tiananmen Square protests,['201912031130'],['929059063']
209.124.167.206,1989 Tiananmen Square protests,['201912022029'],['928966076']
159.61.192.10,1989 Tiananmen Square protests,['201912021820'],['928949498']
165.166.63.70,1989 Tiananmen Square protests,['201912021813'],['928948439']
Bsherr,1989 Tiananmen Square protests,"['201912012218', '201909061753']","['928826160', '914333105']"
FlightTime,1989 Tiananmen Square protests,"['201911252045', '201908151730', '201908151726']","['927949534', '910961530', '910961123']"
2607:9880:2f38:41:4d89:c93d:2e79:15f5,1989 Tiananmen Square protests,"['201911252045', '201911252044']","['927949456', '927949320']"
Raspberry144mb,1989 Tiananmen Square protests,['201911251614'],['927914222']
JustinMatrose,1989 Tiananmen Square protests,"['201911251612', '201911251610']","['927913859', '927913566']"
DumbBOT,1989 Tiananmen Square protests,"['201911250139', '201911090139']","['927828857', '925282357']"
Bobbychan193,1989 Tiananmen Square protests,['201911200515'],['927076745']
Tbhotch,1989 Tiananmen Square protests,['201911190504'],['926907044']
Johnuniq,1989 Tiananmen Square protests,['201911172249'],['926666405']
FlightTime Phone,1989 Tiananmen Square protests,"['201911172136', '201911171805']","['926657257', '926630234']"
2601:647:4f00:3cb0:6ce2:a366:c9f0:f00d,1989 Tiananmen Square protests,"['201911172127', '201911172126']","['926656219', '926656106']"
2a02:c7f:c206:e400:e5d0:3fd9:80f2:9704,1989 Tiananmen Square protests,"['201911171804', '201911171803']","['926630061', '926629887']"
I'm not perfect but I'm almost,1989 Tiananmen Square protests,['201911122105'],['925870086']
2600:387:0:803::62,1989 Tiananmen Square protests,['201911122057'],['925868960']
NotAChineseBot,1989 Tiananmen Square protests,['201911121644'],['925835424']
2600:1004:b045:b201:0:3a:bf31:a301,1989 Tiananmen Square protests,"['201911111322', '201911111318']","['925652584', '925652248']"
Sun Creator,1989 Tiananmen Square protests,['201911080034'],['925124894']
Amigao,1989 Tiananmen Square protests,['201911030350'],['924322089']
Rich Farmbrough,1989 Tiananmen Square protests,"['201910312041', '201910312039', '201910312039', '201910312036', '201910312034']","['923950528', '923950323', '923950207', '923949933', '923949561']"
KingSkyLord,1989 Tiananmen Square protests,['201910310240'],['923837127']
Voice of Clam,1989 Tiananmen Square protests,['201910231842'],['922696557']
PaulinSaudi,1989 Tiananmen Square protests,"['201910181242', '201910181239', '201910181235', '201910181233', '201910181228', '201910111048', '201910111040']","['921870028', '921869686', '921869219', '921868953', '921868478', '920706607', '920705949']"
Popcornfud,1989 Tiananmen Square protests,['201910101140'],['920534273']
ModishShrink,1989 Tiananmen Square protests,['201910082052'],['920294026']
Tacoblimpfan,1989 Tiananmen Square protests,['201910011403'],['919036704']
Cratophonos,1989 Tiananmen Square protests,"['201909301854', '201909301840', '201909301738']","['918886526', '918883270', '918870946']"
Wei4Green,1989 Tiananmen Square protests,['201909270354'],['918121728']
Whiteghost.ink,1989 Tiananmen Square protests,"['201909260252', '201909260248', '201909260212']","['917913636', '917913105', '917908138']"
Marnie Hawes,1989 Tiananmen Square protests,['201909221732'],['917186911']
Clarityfiend,1989 Tiananmen Square protests,['201909131959'],['915527836']
Buffs,1989 Tiananmen Square protests,['201909131918'],['915522141']
BrownHairedGirl,1989 Tiananmen Square protests,['201909131813'],['915513470']
RL0919,1989 Tiananmen Square protests,['201909110219'],['915074200']
ImageRemovalBot,1989 Tiananmen Square protests,['201909060056'],['914232710']
DGG,1989 Tiananmen Square protests,['201908300936'],['913164478']
The Account 1,1989 Tiananmen Square protests,"['201908260854', '201908212142']","['912540211', '911898054']"
ParadiseDesertOasis8888,1989 Tiananmen Square protests,['201908250724'],['912389844']
MetaClaudia,1989 Tiananmen Square protests,['201908210313'],['911779842']
Chrisbao8325,1989 Tiananmen Square protests,"['201908210119', '201908210117', '201908210106']","['911770036', '911769888', '911769003']"
AzfarShams,1989 Tiananmen Square protests,['201908191506'],['911541522']
RMCD bot,1989 Tiananmen Square protests,"['201908160219', '201908140916']","['911023219', '910767742']"
嘉傑,1989 Tiananmen Square protests,"['201908160215', '201908160200']","['911022857', '911021394']"
Mangokeylime,1989 Tiananmen Square protests,['201908151719'],['910960229']
Agamemnus,1989 Tiananmen Square protests,['201908151144'],['910920906']
Zozz747,1989 Tiananmen Square protests,['201908120446'],['910449715']
PVQZ,Hong Kong,"['202004190720', '202004190656', '201911211950']","['951852922', '951850514', '927327276']"
MarkH21,Hong Kong,"['202004190716', '202004091542', '202004090603', '202003250338', '202003242029', '202003151032', '202003140942', '202003052335', '202002210700', '202001240948', '202001220255', '202001120826']","['951852498', '949972072', '949911442', '947239483', '947185770', '945656020', '945491940', '944138038', '941884944', '937331555', '936964271', '935393248']"
Wolf.KT,Hong Kong,['202004181813'],['951753063']
OAbot,Hong Kong,['202004150044'],['951008122']
AnomieBOT,Hong Kong,['202004141220'],['950896491']
Lentower,Hong Kong,"['202004141117', '202004141115']","['950888970', '950888792']"
Deipnosophista,Hong Kong,['202004130855'],['950676854']
Sir Aman Gulati,Hong Kong,"['202004091403', '202004091402', '202004091359']","['949959290', '949959095', '949958775']"
Felixishim,Hong Kong,['202004091153'],['949945337']
Taekhosong,Hong Kong,['202004090515'],['949906031']
Knight of Gloucestershire,Hong Kong,"['202004081320', '202003211757']","['949774037', '946673908']"
Jackiechanbruceleekungfu,Hong Kong,"['202003291942', '202003291429', '202003290830']","['948027357', '947982360', '947939838']"
Kku,Hong Kong,['202003260704'],['947428269']
MrHistorianDude,Hong Kong,['202003250315'],['947236895']
Q. Northropi,Hong Kong,['202003241047'],['947108636']
HaeB,Hong Kong,['202003230800'],['946935159']
Feinoa,Hong Kong,"['202003212125', '202003201555', '202003191350', '202003060906', '202001141445', '201911301737', '201910040910']","['946700426', '946503787', '946326090', '944196189', '935754479', '928637749', '919542927']"
Sun8908,Hong Kong,['202003201101'],['946471531']
Interinter321,Hong Kong,"['202003191819', '202001241044', '201911301527', '201910201602', '201910201155', '201910031312', '201910020919', '201909122333', '201909021532', '201908092018', '201904231757', '201904231751', '201812251912', '201812251905', '201807121758', '201807121131', '201803041040', '201803041021', '201803041020', '201706031710']","['946364285', '937336044', '928622635', '922195777', '922169241', '919384774', '919185127', '915387668', '913680936', '910121827', '893806467', '893805532', '875340063', '875339454', '849973862', '849931422', '828723424', '828721544', '828721428', '783636017']"
Geographyinitiative,Hong Kong,['202003151247'],['945668541']
BladeRunner2077,Hong Kong,['202003150918'],['945650070']
Bluesatellite,Hong Kong,"['202003141012', '202003141007', '201910040050', '201910040046', '201910040042', '201910021224', '201910020436']","['945494462', '945494095', '919491021', '919490587', '919490179', '919209086', '919161065']"
A smart brainy man,Hong Kong,['202003111209'],['945031950']
CaradhrasAiguo,Hong Kong,"['202003060022', '202003051950']","['944143177', '944110180']"
TravisGTAGamer,Hong Kong,['202002210411'],['941868402']
Rjensen,Hong Kong,['202002201927'],['941799447']
Peter1170,Hong Kong,"['202002191229', '201911301022', '201910022226']","['941578750', '928595610', '919292422']"
LivinAWestLife,Hong Kong,['202002131048'],['940579402']
Doanri,Hong Kong,['202002112229'],['940331609']
LegioV,Hong Kong,['202002112137'],['940324781']
ParadiseDesertOasis8888,Hong Kong,['202002101922'],['940138496']
Yeungkahchun,Hong Kong,"['202002080031', '201910101754']","['939680241', '920585614']"
Lysimachi,Hong Kong,"['202002070256', '201903281326']","['939542326', '889864329']"
Josqu,Hong Kong,['202002051554'],['939294850']
Horserice,Hong Kong,"['202002031858', '201910230554', '201910081726', '201910072358', '201910071954', '201910071712', '201910071015', '201910070957', '201910041744', '201910041524', '201910040120', '201910040118', '201910040035', '201910040035', '201910022224', '201910020424', '201910012212']","['939002487', '922609426', '920267852', '920153881', '920120918', '920095926', '920042076', '920040302', '919616712', '919594703', '919494864', '919494599', '919489397', '919489335', '919292155', '919159913', '919111456']"
KConWiki,Hong Kong,['202002020338'],['938747387']
Reenem,Hong Kong,['202002011335'],['938635174']
Dawnseeker2000,Hong Kong,['202002010652'],['938603091']
Ohconfucius,Hong Kong,"['202001311743', '202001311729', '202001311705']","['938513460', '938511392', '938508195']"
Yungeditor,Hong Kong,"['202001240929', '202001240858', '202001240846', '202001240838', '201912201524']","['937329974', '937326635', '937325690', '937324857', '931692127']"
Citobun,Hong Kong,"['202001210740', '202001210739', '202001210736', '202001210722', '202001210719', '202001210701', '201910291018', '201910291012']","['936830104', '936830051', '936829763', '936828751', '936828476', '936827257', '923564827', '923564404']"
InternetArchiveBot,Hong Kong,"['202001161734', '201912292311']","['936093302', '933093073']"
Kdm852,Hong Kong,"['202001152341', '201911220355']","['935980605', '927381775']"
Metalduky54,Hong Kong,['202001151226'],['935896215']
Wrath X,Hong Kong,['202001131840'],['935624071']
Rjwilmsi,Hong Kong,['202001130900'],['935557771']
Alarjar,Hong Kong,"['202001120513', '202001120448']","['935375547', '935372445']"
Maximajorian Viridio,Hong Kong,['202001040157'],['933980564']
Bender the Bot,Hong Kong,['201912302207'],['933262408']
Nicholas0,Hong Kong,"['201912242243', '201912242230']","['932307961', '932306900']"
Jargo Nautilus,Hong Kong,"['201912241712', '201912240309']","['932273450', '932195813']"
Kiteinthewind,Hong Kong,"['201912241608', '201912231828', '201910021844', '201910021844', '201910021843', '201910021842']","['932265329', '932136942', '919262309', '919262238', '919262074', '919261906']"
Wefk423,Hong Kong,['201912171743'],['931214735']
Peter Yeung,Hong Kong,"['201912170713', '201912170652']","['931149373', '931147670']"
HeisenbergPinkman,Hong Kong,['201912120307'],['930385496']
Joeccho,Hong Kong,"['201912110006', '201912110002', '201912110002', '201908260241']","['930214815', '930214354', '930214287', '912509084']"
Citation bot,Hong Kong,['201912090710'],['929946701']
Hari147,Hong Kong,['201912061133'],['929527262']
MrOllie,Hong Kong,['201912041233'],['929226302']
Gog the Mild,Hong Kong,['201911302213'],['928671554']
KingSkyLord,Hong Kong,['201911281656'],['928367728']
CO888,Hong Kong,['201911242126'],['927797041']
Interstellarity,Hong Kong,['201911241940'],['927782571']
MB,Hong Kong,"['201911240208', '201911061918']","['927678493', '924921857']"
Alexanderlam128,Hong Kong,['201911230657'],['927557200']
SovanDara,Hong Kong,['201911181234'],['926744273']
Dogdsmv342d,Hong Kong,['201911161634'],['926469614']
YuriGagrin12,Hong Kong,['201911151615'],['926323307']
Ivanlm78,Hong Kong,"['201911151144', '201911151141', '201911151139', '201911151136', '201911151134', '201911151132']","['926293243', '926293032', '926292876', '926292647', '926292463', '926292308']"
Sleath56,Hong Kong,"['201911110337', '201911101904']","['925600190', '925532784']"
Ethanmayersweet,Hong Kong,['201911110121'],['925584160']
Colonestarrice,Hong Kong,['201911011939'],['924095681']
Flyguy1020,Hong Kong,['201911010721'],['924015769']
Ipodendtz,Hong Kong,"['201910291017', '201910291014', '201910291011']","['923564742', '923564520', '923564314']"
ChrisWar666,Hong Kong,"['201910240231', '201910240013']","['922752319', '922737877']"
Bonthefox3,Hong Kong,"['201910211321', '201910211319', '201910201454', '201910200745']","['922331049', '922330812', '922187492', '922147172']"
Kinglogic,Hong Kong,['201910210447'],['922287304']
KREOH,Hong Kong,"['201910170944', '201910170942']","['921698464', '921698339']"
Doseiai2,Hong Kong,"['201910170113', '201910170112']","['921655696', '921655601']"
CaptainDaniel23,Hong Kong,['201910071701'],['920094032']
Roselle Charles,Hong Kong,"['201910070608', '201910070605', '201910070558']","['920015690', '920015394', '920014679']"
STSC,Hong Kong,"['201910061555', '201910061551']","['919910664', '919910252']"
Sirlanz,Hong Kong,"['201910061506', '201910060523', '201910060519', '201910060517', '201910060302', '201910060259', '201910060223']","['919904349', '919847272', '919846891', '919846655', '919833140', '919832834', '919828448']"
DOR (HK),Hong Kong,['201910061001'],['919872794']
Opera fera,Hong Kong,['201910021242'],['919211295']
Vanamonde93,Hong Kong,"['201910011940', '201910011940']","['919089169', '919089152']"
142.55.0.14,Hong Kong,['201910011924'],['919086522']
38.140.15.75,Hong Kong,"['201910011900', '201910011859']","['919082637', '919082394']"
MusikBot,Hong Kong,['201910011640'],['919060473']
嘉傑,Hong Kong,['201910011630'],['919058901']
Trappist the monk,Hong Kong,['201909201041'],['916732974']
Nexusyeh,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202004171753'],['59217879']
Megumisbs,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004171715', '202004171713', '202004171401']","['59217603', '59217595', '59215038']"
Shizhao,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004170148', '202003020400']","['59202649', '58421445']"
Huanqiu,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004161137', '202004161135']","['59195199', '59195170']"
Wcam,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202004141233'],['59162457']
ZWH2020ZY,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004131354', '202004111353', '202003020656', '202003020334', '202003020330', '202002290218', '202002290217']","['59147273', '59114193', '58423570', '58421123', '58421064', '58381953', '58381930']"
Kixean777,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202004110848'],['59108384']
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004070634', '202002181607', '202001241810', '201912250322', '201911250557', '201911121329', '201910230449']","['59032436', '58217844', '57838938', '57396175', '57010748', '56848681', '56582725']"
AlexLeeCN,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004060928', '202004060907', '202003170150', '201911240641', '201911231247', '201911151248', '201910240511']","['59015888', '59015447', '58664875', '56998548', '56988797', '56885247', '56596747']"
Natureindex,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004060925', '202004060923', '202004060922', '202004060905', '202004060901', '202004060826', '202004060816', '202004060812', '202004060802', '202004060752', '202004060740', '202004060737', '202004060734', '202004060722', '202004060720', '202004060715', '202004060711', '202004060705', '202004060658', '202004060657', '202004060646', '202004041733', '202003170804', '202003170710', '202003170708', '202003161416', '202003161414', '202002131347', '202002131339', '202002131336', '202002071100', '202002071057']","['59015829', '59015798', '59015772', '59015424', '59015322', '59014660', '59014453', '59014361', '59014209', '59014035', '59013795', '59013747', '59013664', '59013391', '59013365', '59013257', '59013148', '59013018', '59012850', '59012822', '59012563', '58983942', '58669945', '58669148', '58669124', '58658233', '58658210', '58138884', '58138767', '58138717', '58031942', '58031916']"
BladeRunner2077,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202004041846', '202004041843', '202004041834', '202004041827', '202004041825', '201912151943', '201912151938', '201911131538', '201911100941', '201911100940', '201910290205', '201910290203']","['58984497', '58984465', '58984388', '58984339', '58984323', '57273639', '57273605', '56863122', '56821657', '56821650', '56662807', '56662775']"
雷电剑雨,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202003281228'],['58849064']
Peter-bomb king,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202003230833', '202003230802']","['58767052', '58766621']"
Techyan,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202003170804', '202003170735', '202003161550', '201910231326']","['58669952', '58669524', '58660239', '56589246']"
Wjabc1996bingnan,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202003161858', '202003101735', '202003020250']","['58662879', '58557002', '58420669']"
D7CY689,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202002190021', '202002182332']","['58220906', '58220696']"
420peace,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202002050950'],['58001971']
アハちゃん,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202002031316'],['57975789']
朴益顺安,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202001271146'],['57873120']
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['202001190657', '202001190629', '202001190614', '202001190610', '202001190605', '202001190558', '202001190550', '202001190549', '202001190548', '202001190545', '202001190541', '202001190538', '202001190529', '202001190524', '202001190515', '202001190512', '202001190510', '202001190505', '202001190502', '202001190459', '202001190457', '202001190453', '202001190451', '202001190442', '202001190435', '202001190431', '201912080613', '201912030506', '201912030504', '201911302337', '201911230634', '201911151905', '201910290443', '201910290431', '201910282206', '201910282132', '201910282126', '201910282124']","['57760278', '57760027', '57759828', '57759780', '57759702', '57759614', '57759521', '57759514', '57759504', '57759464', '57759427', '57759398', '57759304', '57759255', '57759151', '57759122', '57759099', '57759051', '57759017', '57758976', '57758950', '57758916', '57758885', '57758797', '57758713', '57758665', '57173459', '57112534', '57112508', '57084753', '56984359', '56889365', '56664373', '56664215', '56661228', '56661115', '56661082', '56661047']"
Patlabor Ingram,“六四事件”的版本历史 - 维基百科，自由的百科全书,['202001100735'],['57635777']
Njzjz,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912272235'],['57459047']
No1lovesu,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201912191831', '201912191825', '201910201838']","['57327277', '57327252', '56553002']"
Aronlee90,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912180834'],['57307142']
蟲蟲飛,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201912150017', '201912150017', '201912150015', '201912150014', '201912150014', '201910280734', '201910280734']","['57261301', '57261297', '57261287', '57261282', '57261281', '56652140', '56652130']"
Ericliu1912,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912082357'],['57181933']
Sunny00217,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912081404'],['57178690']
94rain,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912080340'],['57172189']
炸裂香巴,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912050151'],['57134845']
61.239.159.149,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201912050134', '201912050106']","['57134694', '57134508']"
LiamHuang,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201912030444'],['57112288']
Longyiroyue,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911301938', '201911301927', '201911301919']","['57084118', '57084069', '57084042']"
Bagakuco,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911301911', '201910201802']","['57084000', '56552805']"
103.135.101.62,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911301909', '201911301902']","['57083993', '57083954']"
LIUs1812,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911260356'],['57023117']
Kevin Smith Chen,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911250559'],['57010763']
Tigerzeng,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911250411'],['57009557']
176.122.156.153,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911250407'],['57009517']
139.162.59.83,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911240621', '201911240614']","['56998356', '56998277']"
47.56.192.93,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911231209'],['56988296']
Zhishengxia,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911230902', '201911211415']","['56986169', '56963040']"
122.121.54.31,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911230625', '201911230621']","['56984264', '56984229']"
218.250.110.181,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911230619'],['56984209']
TSN789,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911230047'],['56981118']
218.250.110.135,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911230039'],['56981054']
CommonsDelinker,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911210306', '201911210306', '201911210305']","['56955863', '56955858', '56955854']"
SakuragawaSara,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911201304'],['56950721']
Jimmyshjj,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911190422', '201910160507']","['56930545', '56491992']"
172.104.172.235,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911190220', '201911190218', '201911190159']","['56929304', '56929271', '56929067']"
118.140.62.166,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911180954'],['56921868']
Happykonger,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911171755'],['56914021']
Googol19980904,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911161355', '201911161353', '201911091010', '201911091006']","['56898565', '56898550', '56807162', '56807105']"
Hjh474,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911150901'],['56882694']
203.186.25.38,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911150847'],['56882520']
210.3.92.210,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911150630'],['56880929']
Jimmy-bot,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911112021'],['56839984']
Sir Jorah Moment,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201911112001'],['56839875']
WhitePhosphorus-bot,“六四事件”的版本历史 - 维基百科，自由的百科全书,"['201911082050', '201910292110']","['56799056', '56674803']"
Kelly Hwong,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201910270657'],['56638154']
158.182.31.248,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201910270631'],['56637799']
47.244.112.170,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201910240500'],['56596670']
221.126.237.230,“六四事件”的版本历史 - 维基百科，自由的百科全书,['201910230841'],['56585197']
